sortNumber;code;officialTitle;mediumTitle;shortTitle;note
1214;SK0317509591;Breza;Breza;Breza;509591
1215;SK0317509680;Hruštín;Hruštín;Hruštín;509680
1216;SK0317509728;Klin;Klin;Klin;509728
1217;SK0317509779;Krušetnica;Krušetnica;Krušetnica;509779
1218;SK0317509809;Lokca;Lokca;Lokca;509809
1219;SK0317509817;Lomná;Lomná;Lomná;509817
1220;SK0317509850;Mútne;Mútne;Mútne;509850
1221;SK0317509868;Námestovo;Námestovo;Námestovo;509868
1222;SK0317509884;Novo;Novo;Novo;509884
1223;SK0317509892;Oravská Jasenica;Oravská Jasenica;Oravská Jasenica;509892
1224;SK0317509906;Oravská Lesná;Oravská Lesná;Oravská Lesná;509906
1225;SK0317509914;Oravská Polhora;Oravská Polhora;Oravská Polhora;509914
1226;SK0317509931;Oravské Veselé;Oravské Veselé;Oravské Veselé;509931
1227;SK0317510025;Rabèa;Rabèa;Rabèa;510025
1228;SK0317510033;Rabèice;Rabèice;Rabèice;510033
1229;SK0317510050;Sihelné;Sihelné;Sihelné;510050
1230;SK0317510092;apešovo;apešovo;apešovo;510092
1231;SK0317510149;Vasi¾ov;Vasi¾ov;Vasi¾ov;510149
1232;SK0317510157;Vavreèka;Vavreèka;Vavreèka;510157
1233;SK0317510203;Zákamenné;Zákamenné;Zákamenné;510203
1234;SK0317510246;Zubrohlava;Zubrohlava;Zubrohlava;510246
1235;SK0318507300;Ivachnová;Ivachnová;Ivachnová;507300
1236;SK0318507407;Turík;Turík;Turík;507407
1237;SK0318510301;Bešeòová;Bešeòová;Bešeòová;510301
1238;SK0318510441;Hubová;Hubová;Hubová;510441
1239;SK0318510530;Kalameny;Kalameny;Kalameny;510530
1240;SK0318510548;Komjatná;Komjatná;Komjatná;510548
1241;SK0318510599;Likavka;Likavka;Likavka;510599
1242;SK0318510629;Liptovská Lúna;Liptovská Lúna;Liptovská Lúna;510629
1243;SK0318510637;Liptovská Osada;Liptovská Osada;Liptovská Osada;510637
1244;SK0318510661;Liptovská Štiavnica;Liptovská Štiavnica;Liptovská Štiavnica;510661
1245;SK0318510670;Liptovská Teplá;Liptovská Teplá;Liptovská Teplá;510670
1246;SK0318510718;Liptovské Revúce;Liptovské Revúce;Liptovské Revúce;510718
1247;SK0318510742;Liptovskı Michal;Liptovskı Michal;Liptovskı Michal;510742
1248;SK0318510785;Lisková;Lisková;Lisková;510785
1249;SK0318510807;¼ubochòa;¼ubochòa;¼ubochòa;510807
1250;SK0318510815;Lúèky;Lúèky;Lúèky;510815
1251;SK0318510823;Ludrová;Ludrová;Ludrová;510823
1252;SK0318510866;Martinèek;Martinèek;Martinèek;510866
1253;SK0318510955;Potok;Potok;Potok;510955
1254;SK0318510998;Ruomberok;Ruomberok;Ruomberok;510998
1255;SK0318511005;Liptovské Sliaèe;Liptovské Sliaèe;Liptovské Sliaèe;511005
1256;SK0318511030;Stankovany;Stankovany;Stankovany;511030
1257;SK0318511056;Štiavnièka;Štiavnièka;Štiavnièka;511056
1258;SK0318511064;Švošov;Švošov;Švošov;511064
1259;SK0318511102;Valaská Dubová;Valaská Dubová;Valaská Dubová;511102
1260;SK0319512044;Abramová;Abramová;Abramová;512044
1261;SK0319512087;Blaovce;Blaovce;Blaovce;512087
1262;SK0319512095;Bodorová;Bodorová;Bodorová;512095
1263;SK0319512109;Borcová;Borcová;Borcová;512109
1264;SK0319512117;Brieštie;Brieštie;Brieštie;512117
1265;SK0319512125;Budiš;Budiš;Budiš;512125
1266;SK0319512141;Èremošné;Èremošné;Èremošné;512141
1267;SK0319512222;Dubové;Dubové;Dubové;512222
1268;SK0319512265;Háj;Háj;Háj;512265
1269;SK0319512273;Horná Štubòa;Horná Štubòa;Horná Štubòa;512273
1270;SK0319512303;Ivanèiná;Ivanèiná;Ivanèiná;512303
1271;SK0319512311;Jasenovo;Jasenovo;Jasenovo;512311
1272;SK0319512320;Jazernica;Jazernica;Jazernica;512320
1273;SK0319512338;Ka¾amenová;Ka¾amenová;Ka¾amenová;512338
1274;SK0319512427;Liešno;Liešno;Liešno;512427
1275;SK0319512443;Malı Èepèín;Malı Èepèín;Malı Èepèín;512443
1276;SK0319512451;Moškovec;Moškovec;Moškovec;512451
1277;SK0319512460;Mošovce;Mošovce;Mošovce;512460
1278;SK0319512494;Ondrašová;Ondrašová;Ondrašová;512494
1279;SK0319512559;Rakša;Rakša;Rakša;512559
1280;SK0319512575;Rudno;Rudno;Rudno;512575
1281;SK0319512605;Sklené;Sklené;Sklené;512605
1282;SK0319512621;Slovenské Pravno;Slovenské Pravno;Slovenské Pravno;512621
1283;SK0319512699;Turèek;Turèek;Turèek;512699
1284;SK0319512729;Turèianske Teplice;Turèianske Teplice;Turèianske Teplice;512729
1285;SK0319512788;Ve¾kı Èepèín;Ve¾kı Èepèín;Ve¾kı Èepèín;512788
1286;SK032A515850;Ve¾kı Krtíš;Ve¾kı Krtíš;Ve¾kı Krtíš;515850
1287;SK032A515868;Balog nad Ip¾om;Balog nad Ip¾om;Balog nad Ip¾om;515868
1288;SK032A515876;Bátorová;Bátorová;Bátorová;515876
1289;SK032A515884;Brusník;Brusník;Brusník;515884
1290;SK032A515892;Bušince;Bušince;Bušince;515892
1291;SK032A515906;Èebovce;Èebovce;Èebovce;515906
1292;SK032A515914;Èeláre;Èeláre;Èeláre;515914
1293;SK032A515922;Èelovce;Èelovce;Èelovce;515922
1294;SK032A515931;Èerveòany;Èerveòany;Èerveòany;515931
1295;SK032A515949;Daèov Lom;Daèov Lom;Daèov Lom;515949
1296;SK032A515957;Dolinka;Dolinka;Dolinka;515957
1297;SK032A515965;Dolná Strehová;Dolná Strehová;Dolná Strehová;515965
1298;SK032A515973;Dolné Plachtince;Dolné Plachtince;Dolné Plachtince;515973
1299;SK032A515981;Dolné Strháre;Dolné Strháre;Dolné Strháre;515981
1300;SK032A515990;Ïurkovce;Ïurkovce;Ïurkovce;515990
1301;SK032A516007;Glabušovce;Glabušovce;Glabušovce;516007
1302;SK032A516015;Horná Strehová;Horná Strehová;Horná Strehová;516015
1303;SK032A516023;Horné Plachtince;Horné Plachtince;Horné Plachtince;516023
1304;SK032A516031;Horné Strháre;Horné Strháre;Horné Strháre;516031
1305;SK032A516040;Hrušov;Hrušov;Hrušov;516040
1306;SK032A516058;Chrastince;Chrastince;Chrastince;516058
1307;SK032A516066;Chrany;Chrany;Chrany;516066
1308;SK032A516074;Ipe¾ské Predmostie;Ipe¾ské Predmostie;Ipe¾ské Predmostie;516074
1309;SK032A516082;Kamenné Kosihy;Kamenné Kosihy;Kamenné Kosihy;516082
1310;SK032A516091;Kiarov;Kiarov;Kiarov;516091
1311;SK032A516104;Kleòany;Kleòany;Kleòany;516104
1312;SK032A516112;Koláre;Koláre;Koláre;516112
1313;SK032A516121;Kosihovce;Kosihovce;Kosihovce;516121
1314;SK032A516139;Kosihy nad Ip¾om;Kosihy nad Ip¾om;Kosihy nad Ip¾om;516139
1315;SK032A516147;Kováèovce;Kováèovce;Kováèovce;516147
1316;SK032A516155;Lesenice;Lesenice;Lesenice;516155
1317;SK032A516163;¼uborieèka;¼uborieèka;¼uborieèka;516163
1318;SK032A516171;Malá Èalomija;Malá Èalomija;Malá Èalomija;516171
1319;SK032A516198;Malé Zlievce;Malé Zlievce;Malé Zlievce;516198
1320;SK032A516210;Modrı Kameò;Modrı Kameò;Modrı Kameò;516210
1321;SK032A516228;Mu¾a;Mu¾a;Mu¾a;516228
1322;SK032A516236;Nenince;Nenince;Nenince;516236
1323;SK032A516244;Nová Ves;Nová Ves;Nová Ves;516244
1324;SK032A516252;Obeckov;Obeckov;Obeckov;516252
1325;SK032A516261;Olováry;Olováry;Olováry;516261
1326;SK032A516279;Opatovská Nová Ves;Opatovská Nová Ves;Opatovská Nová Ves;516279
1327;SK032A516287;Opava;Opava;Opava;516287
1328;SK032A516295;Pôtor;Pôtor;Pôtor;516295
1329;SK032A516309;Pravica;Pravica;Pravica;516309
1330;SK032A516317;Príbelce;Príbelce;Príbelce;516317
1331;SK032A516333;Seèianky;Seèianky;Seèianky;516333
1332;SK032A516341;Se¾any;Se¾any;Se¾any;516341
1333;SK032A516368;Senné;Senné;Senné;516368
1334;SK032A516376;Sklabiná;Sklabiná;Sklabiná;516376
1335;SK032A516384;Slovenské Ïarmoty;Slovenské Ïarmoty;Slovenské Ïarmoty;516384
1336;SK032A516392;Slovenské K¾aèany;Slovenské K¾aèany;Slovenské K¾aèany;516392
1337;SK032A516406;Stredné Plachtince;Stredné Plachtince;Stredné Plachtince;516406
1338;SK032A516414;Sucháò;Sucháò;Sucháò;516414
1339;SK032A516422;Suché Brezovo;Suché Brezovo;Suché Brezovo;516422
1340;SK032A516431;Širákov;Širákov;Širákov;516431
1341;SK032A516449;Šu¾a;Šu¾a;Šu¾a;516449
1342;SK032A516457;Trebušovce;Trebušovce;Trebušovce;516457
1343;SK032A516465;Ve¾ká Èalomija;Ve¾ká Èalomija;Ve¾ká Èalomija;516465
1344;SK032A516473;Ve¾ká Ves nad Ip¾om;Ve¾ká Ves nad Ip¾om;Ve¾ká Ves nad Ip¾om;516473
1345;SK032A516490;Ve¾ké Zlievce;Ve¾ké Zlievce;Ve¾ké Zlievce;516490
1346;SK032A516503;Ve¾kı Lom;Ve¾kı Lom;Ve¾kı Lom;516503
1347;SK032A516511;Vieska;Vieska;Vieska;516511
1348;SK032A516520;Vinica;Vinica;Vinica;516520
1349;SK032A516538;Vrbovka;Vrbovka;Vrbovka;516538
1350;SK032A516546;Záhorce;Záhorce;Záhorce;516546
1351;SK032A516554;Závada;Závada;Závada;516554
1352;SK032A516562;Zombor;Zombor;Zombor;516562
1353;SK032A516571;elovce;elovce;elovce;516571
1354;SK032A558192;Malı Krtíš;Malı Krtíš;Malı Krtíš;558192
1355;SK032A558206;Malé Straciny;Malé Straciny;Malé Straciny;558206
1356;SK032A558214;Ve¾ké Straciny;Ve¾ké Straciny;Ve¾ké Straciny;558214
1357;SK032B518158;Zvolen;Zvolen;Zvolen;518158
1358;SK032B518166;Babiná;Babiná;Babiná;518166
1359;SK032B518174;Bacúrov;Bacúrov;Bacúrov;518174
1360;SK032B518191;Breziny;Breziny;Breziny;518191
1361;SK032B518204;Budèa;Budèa;Budèa;518204
1362;SK032B518221;Bzovská Lehôtka;Bzovská Lehôtka;Bzovská Lehôtka;518221
1363;SK032B518298;Dobrá Niva;Dobrá Niva;Dobrá Niva;518298
1364;SK032B518361;Dubové;Dubové;Dubové;518361
1365;SK032B518476;Hronská Breznica;Hronská Breznica;Hronská Breznica;518476
1366;SK032B518506;Kováèová;Kováèová;Kováèová;518506
1367;SK032B518581;Leš (vojenskı obvod);Leš;Leš (voj.obvod);518581
1368;SK032B518654;Michalková;Michalková;Michalková;518654
1369;SK032B518662;Oèová;Oèová;Oèová;518662
1370;SK032B518671;Ostrá Lúka;Ostrá Lúka;Ostrá Lúka;518671
1371;SK032B518689;Pliešovce;Pliešovce;Pliešovce;518689
1372;SK032B518697;Podzámèok;Podzámèok;Podzámèok;518697
1373;SK032B518727;Sása;Sása;Sása;518727
1374;SK032B518760;Sielnica;Sielnica;Sielnica;518760
1375;SK032B518808;Sliaè;Sliaè;Sliaè;518808
1376;SK032B518875;Tànie;Tànie;Tànie;518875
1377;SK032B518891;Turová;Turová;Turová;518891
1378;SK032B518972;Zvolenská Slatina;Zvolenská Slatina;Zvolenská Slatina;518972
1379;SK032B518981;elezná Breznica;elezná Breznica;elezná Breznica;518981
1380;SK032B558087;Lukavica;Lukavica;Lukavica;558087
1381;SK032B558133;Lieskovec;Lieskovec;Lieskovec;558133
1382;SK032B581585;Ve¾ká Lúka;Ve¾ká Lúka;Ve¾ká Lúka;581585
1383;SK032C516759;Hodruša-Hámre;Hodruša-Hámre;Hodruša-Hámre;516759
1384;SK032C516805;Horné Hámre;Horné Hámre;Horné Hámre;516805
1385;SK032C516813;Hrabièov;Hrabièov;Hrabièov;516813
1386;SK032C516830;Hronskı Beòadik;Hronskı Beòadik;Hronskı Beòadik;516830
1387;SK032C516902;K¾ak;K¾ak;K¾ak;516902
1388;SK032C517062;Malá Lehota;Malá Lehota;Malá Lehota;517062
1389;SK032C517097;Nová Baòa;Nová Baòa;Nová Baòa;517097
1390;SK032C517119;Ostrı Grúò;Ostrı Grúò;Ostrı Grúò;517119
1391;SK032C517127;Píla;Píla;Píla;517127
1392;SK032C517232;Rudno nad Hronom;Rudno nad Hronom;Rudno nad Hronom;517232
1393;SK032C517291;Tekovská Breznica;Tekovská Breznica;Tekovská Breznica;517291
1394;SK032C517330;Ve¾ká Lehota;Ve¾ká Lehota;Ve¾ká Lehota;517330
1395;SK032C517348;Ve¾ké Pole;Ve¾ké Pole;Ve¾ké Pole;517348
1396;SK032C517356;Voznica;Voznica;Voznica;517356
1397;SK032C517381;arnovica;arnovica;arnovica;517381
1398;SK032C517399;upkov;upkov;upkov;517399
1399;SK032C580546;Orovnica;Orovnica;Orovnica;580546
1400;SK032C581607;Brehy;Brehy;Brehy;581607
1401;SK032D516589;iar nad Hronom;iar nad Hronom;iar nad Hronom;516589
1402;SK032D516660;Bartošova Lehôtka;Bartošova Lehôtka;Bartošova Lehôtka;516660
1403;SK032D516708;Bzenica;Bzenica;Bzenica;516708
1404;SK032D516724;Dolná Trnávka;Dolná Trnávka;Dolná Trnávka;516724
1405;SK032D516732;Dolná Ves;Dolná Ves;Dolná Ves;516732
1406;SK032D516741;Dolná daòa;Dolná daòa;Dolná daòa;516741
1407;SK032D516767;Hliník nad Hronom;Hliník nad Hronom;Hliník nad Hronom;516767
1408;SK032D516791;Horná daòa;Horná daòa;Horná daòa;516791
1409;SK032D516821;Hronská Dúbrava;Hronská Dúbrava;Hronská Dúbrava;516821
1410;SK032D516848;Ihráè;Ihráè;Ihráè;516848
1411;SK032D516872;Janova Lehota;Janova Lehota;Janova Lehota;516872
1412;SK032D516881;Jastrabá;Jastrabá;Jastrabá;516881
1413;SK032D516937;Kopernica;Kopernica;Kopernica;516937
1414;SK032D516945;Kosorín;Kosorín;Kosorín;516945
1415;SK032D516961;Krahule;Krahule;Krahule;516961
1416;SK032D516970;Kremnica;Kremnica;Kremnica;516970
1417;SK032D516988;Kremnické Bane;Kremnické Bane;Kremnické Bane;516988
1418;SK032D516996;Kunešov;Kunešov;Kunešov;516996
1419;SK032D517011;Lehôtka pod Brehmi;Lehôtka pod Brehmi;Lehôtka pod Brehmi;517011
1420;SK032D517020;Lovèa;Lovèa;Lovèa;517020
1421;SK032D517038;Lovèica-Trubín;Lovèica-Trubín;Lovèica-Trubín;517038
1422;SK032D517046;Lúèky;Lúèky;Lúèky;517046
1423;SK032D517089;Nevo¾né;Nevo¾né;Nevo¾né;517089
1424;SK032D517135;Pitelová;Pitelová;Pitelová;517135
1425;SK032D517186;Prestavlky;Prestavlky;Prestavlky;517186
1426;SK032D517194;Prochot;Prochot;Prochot;517194
1427;SK032D517216;Repište;Repište;Repište;517216
1428;SK032D517241;Sklené Teplice;Sklené Teplice;Sklené Teplice;517241
1429;SK032D517259;Slaská;Slaská;Slaská;517259
1430;SK032D517267;Stará Kremnièka;Stará Kremnièka;Stará Kremnièka;517267
1431;SK032D517313;Trnavá Hora;Trnavá Hora;Trnavá Hora;517313
1432;SK032D517364;Vyhne;Vyhne;Vyhne;517364
1433;SK032D581747;Horná Ves;Horná Ves;Horná Ves;581747
1434;SK032D599328;Ladomerská Vieska;Ladomerská Vieska;Ladomerská Vieska;599328
1435;SK032D599336;Lutila;Lutila;Lutila;599336
1436;SK0321508438;Banská Bystrica;Banská Bystrica;Banská Bystrica;508438
1437;SK0321508454;Badín;Badín;Badín;508454
1438;SK0321508471;Baláe;Baláe;Baláe;508471
1439;SK0321508519;Èerín;Èerín;Èerín;508519
1440;SK0321508543;Dolná Mièiná;Dolná Mièiná;Dolná Mièiná;508543
1441;SK0321508551;Dolnı Harmanec;Dolnı Harmanec;Dolnı Harmanec;508551
1442;SK0321508560;Donovaly;Donovaly;Donovaly;508560
1443;SK0321508586;Dúbravica;Dúbravica;Dúbravica;508586
1444;SK0321508594;Harmanec;Harmanec;Harmanec;508594
1445;SK0321508616;Hiade¾;Hiade¾;Hiade¾;508616
1446;SK0321508632;Horná Mièiná;Horná Mièiná;Horná Mièiná;508632
1447;SK0321508641;Horné Pršany;Horné Pršany;Horné Pršany;508641
1448;SK0321508659;Hrocho;Hrocho;Hrocho;508659
1449;SK0321508675;Brusno;Brusno;Brusno;508675
1450;SK0321508713;Kordíky;Kordíky;Kordíky;508713
1451;SK0321508721;Králiky;Králiky;Králiky;508721
1452;SK0321508748;¼ubietová;¼ubietová;¼ubietová;508748
1453;SK0321508756;Luèatín;Luèatín;Luèatín;508756
1454;SK0321508764;Medzibrod;Medzibrod;Medzibrod;508764
1455;SK0321508781;Môlèa;Môlèa;Môlèa;508781
1456;SK0321508799;Moštenica;Moštenica;Moštenica;508799
1457;SK0321508802;Motyèky;Motyèky;Motyèky;508802
1458;SK0321508837;Oravce;Oravce;Oravce;508837
1459;SK0321508861;Podkonice;Podkonice;Podkonice;508861
1460;SK0321508896;Pohronskı Bukovec;Pohronskı Bukovec;Pohronskı Bukovec;508896
1461;SK0321508918;Poniky;Poniky;Poniky;508918
1462;SK0321508926;Povrazník;Povrazník;Povrazník;508926
1463;SK0321508942;Priechod;Priechod;Priechod;508942
1464;SK0321508969;Rieèka;Rieèka;Rieèka;508969
1465;SK0321508977;Sebedín-Beèov;Sebedín-Beèov;Sebedín-Beèov;508977
1466;SK0321508985;Selce;Selce;Selce;508985
1467;SK0321509001;Slovenská ¼upèa;Slovenská ¼upèa;Slovenská ¼upèa;509001
1468;SK0321509019;Staré Hory;Staré Hory;Staré Hory;509019
1469;SK0321509027;Strelníky;Strelníky;Strelníky;509027
1470;SK0321509035;Špania Dolina;Špania Dolina;Špania Dolina;509035
1471;SK0321509060;Tajov;Tajov;Tajov;509060
1472;SK0321557269;Turecká;Turecká;Turecká;557269
1473;SK0321557277;Kynce¾ová;Kynce¾ová;Kynce¾ová;557277
1474;SK0321557285;Nemce;Nemce;Nemce;557285
1475;SK0321557293;Vlkanová;Vlkanová;Vlkanová;557293
1476;SK0321580236;Hronsek;Hronsek;Hronsek;580236
1477;SK0321580244;Malachov;Malachov;Malachov;580244
1478;SK0322516597;Svätı Anton;Svätı Anton;Svätı Anton;516597
1479;SK0322516601;Baïan;Baïan;Baïan;516601
1480;SK0322516627;Banská Belá;Banská Belá;Banská Belá;516627
1481;SK0322516643;Banská Štiavnica;Banská Štiavnica;Banská Štiavnica;516643
1482;SK0322516651;Banskı Studenec;Banskı Studenec;Banskı Studenec;516651
1483;SK0322516678;Beluj;Beluj;Beluj;516678
1484;SK0322516716;Dekıš;Dekıš;Dekıš;516716
1485;SK0322516856;Ilija;Ilija;Ilija;516856
1486;SK0322516953;Kozelník;Kozelník;Kozelník;516953
1487;SK0322517071;Moèiar;Moèiar;Moèiar;517071
1488;SK0322517143;Podhorie;Podhorie;Podhorie;517143
1489;SK0322517160;Poèúvadlo;Poèúvadlo;Poèúvadlo;517160
1490;SK0322517178;Prenèov;Prenèov;Prenèov;517178
1491;SK0322517283;Štiavnické Bane;Štiavnické Bane;Štiavnické Bane;517283
1492;SK0322517372;Vysoká;Vysoká;Vysoká;517372
1493;SK0323508446;Bacúch;Bacúch;Bacúch;508446
1494;SK0323508462;Beòuš;Beòuš;Beòuš;508462
1495;SK0323508489;Braväcovo;Braväcovo;Braväcovo;508489
1496;SK0323508497;Brezno;Brezno;Brezno;508497
1497;SK0323508527;Èierny Balog;Èierny Balog;Èierny Balog;508527
1498;SK0323508535;Dolná Lehota;Dolná Lehota;Dolná Lehota;508535
1499;SK0323508578;Drábsko;Drábsko;Drábsko;508578
1500;SK0323508608;He¾pa;He¾pa;He¾pa;508608
1501;SK0323508624;Horná Lehota;Horná Lehota;Horná Lehota;508624
1502;SK0323508667;Hronec;Hronec;Hronec;508667
1503;SK0323508691;Jarabá;Jarabá;Jarabá;508691
1504;SK0323508705;Jasenie;Jasenie;Jasenie;508705
1505;SK0323508730;Lom nad Rimavicou;Lom nad Rimavicou;Lom nad Rimavicou;508730
1506;SK0323508772;Michalová;Michalová;Michalová;508772
1507;SK0323508811;Mıto pod Ïumbierom;Mıto pod Ïumbierom;Mıto pod Ïumbierom;508811
1508;SK0323508829;Nemecká;Nemecká;Nemecká;508829
1509;SK0323508845;Osrblie;Osrblie;Osrblie;508845
1510;SK0323508853;Podbrezová;Podbrezová;Podbrezová;508853
1511;SK0323508870;Pohorelá;Pohorelá;Pohorelá;508870
1512;SK0323508888;Pohronská Polhora;Pohronská Polhora;Pohronská Polhora;508888
1513;SK0323508900;Polomka;Polomka;Polomka;508900
1514;SK0323508934;Predajná;Predajná;Predajná;508934
1515;SK0323508951;Ráztoka;Ráztoka;Ráztoka;508951
1516;SK0323508993;Sihla;Sihla;Sihla;508993
1517;SK0323509043;Šumiac;Šumiac;Šumiac;509043
1518;SK0323509051;Telgárt;Telgárt;Telgárt;509051
1519;SK0323509086;Valaská;Valaská;Valaská;509086
1520;SK0323509094;Va¾kovòa;Va¾kovòa;Va¾kovòa;509094
1521;SK0323509124;Závadka nad Hronom;Závadka nad Hronom;Závadka nad Hronom;509124
1522;SK0323557251;Bystrá;Bystrá;Bystrá;557251
1523;SK0324511510;Látky;Látky;Látky;511510
1524;SK0324511731;Podkriváò;Podkriváò;Podkriváò;511731
1525;SK0324518263;Detva;Detva;Detva;518263
1526;SK0324518271;Detvianska Huta;Detvianska Huta;Detvianska Huta;518271
1527;SK0324518379;Dúbravy;Dúbravy;Dúbravy;518379
1528;SK0324518450;Hornı Tisovník;Hornı Tisovník;Hornı Tisovník;518450
1529;SK0324518468;Hriòová;Hriòová;Hriòová;518468
1530;SK0324518492;Klokoè;Klokoè;Klokoè;518492
1531;SK0324518549;Kriváò;Kriváò;Kriváò;518549
1532;SK0324518794;Slatinské Lazy;Slatinské Lazy;Slatinské Lazy;518794
1533;SK0324518816;Stará Huta;Stará Huta;Stará Huta;518816
1534;SK0324518824;Stook;Stook;Stook;518824
1535;SK0324518921;Víg¾aš;Víg¾aš;Víg¾aš;518921
1536;SK0324518930;Víg¾ašská Huta-Kalinka;Víg¾ašská Huta-Kalinka;Víg¾ašská Huta-Kalinka;518930
1537;SK0324580520;Korytárky;Korytárky;Korytárky;580520
1538;SK0325518212;Bzovík;Bzovík;Bzovík;518212
1539;SK0325518239;Cerovo;Cerovo;Cerovo;518239
1540;SK0325518247;Èabradskı Vrbovok;Èabradskı Vrbovok;Èabradskı Vrbovok;518247
1541;SK0325518255;Èekovce;Èekovce;Èekovce;518255
1542;SK0325518280;Devièie;Devièie;Devièie;518280
1543;SK0325518301;Dolné Mladonice;Dolné Mladonice;Dolné Mladonice;518301
1544;SK0325518310;Dolnı Badín;Dolnı Badín;Dolnı Badín;518310
1545;SK0325518336;Domaníky;Domaníky;Domaníky;518336
1546;SK0325518344;Dráovce;Dráovce;Dráovce;518344
1547;SK0325518352;Drienovo;Drienovo;Drienovo;518352
1548;SK0325518387;Dudince;Dudince;Dudince;518387
1549;SK0325518409;Hontianske Moravce;Hontianske Moravce;Hontianske Moravce;518409
1550;SK0325518417;Hontianske Nemce;Hontianske Nemce;Hontianske Nemce;518417
1551;SK0325518425;Hontianske Tesáre;Hontianske Tesáre;Hontianske Tesáre;518425
1552;SK0325518433;Horné Mladonice;Horné Mladonice;Horné Mladonice;518433
1553;SK0325518441;Hornı Badín;Hornı Badín;Hornı Badín;518441
1554;SK0325518484;Jalšovík;Jalšovík;Jalšovík;518484
1555;SK0325518514;Kozí Vrbovok;Kozí Vrbovok;Kozí Vrbovok;518514
1556;SK0325518531;Krá¾ovce-Krnišov;Krá¾ovce-Krnišov;Krá¾ovce-Krnišov;518531
1557;SK0325518557;Krupina;Krupina;Krupina;518557
1558;SK0325518565;Lackov;Lackov;Lackov;518565
1559;SK0325518573;Ladzany;Ladzany;Ladzany;518573
1560;SK0325518603;Lišov;Lišov;Lišov;518603
1561;SK0325518611;Litava;Litava;Litava;518611
1562;SK0325518646;Medovarce;Medovarce;Medovarce;518646
1563;SK0325518701;Rykynèice;Rykynèice;Rykynèice;518701
1564;SK0325518735;Sebechleby;Sebechleby;Sebechleby;518735
1565;SK0325518743;Selce;Selce;Selce;518743
1566;SK0325518751;Senohrad;Senohrad;Senohrad;518751
1567;SK0325518832;Sudince;Sudince;Sudince;518832
1568;SK0325518841;Súdovce;Súdovce;Súdovce;518841
1569;SK0325518867;Terany;Terany;Terany;518867
1570;SK0325518883;Trpín;Trpín;Trpín;518883
1571;SK0325518905;Uòatín;Uòatín;Uòatín;518905
1572;SK0325518956;Zemiansky Vrbovok;Zemiansky Vrbovok;Zemiansky Vrbovok;518956
1573;SK0325518999;ibritov;ibritov;ibritov;518999
1574;SK0326511218;Luèenec;Luèenec;Luèenec;511218
1575;SK0326511226;Ábelová;Ábelová;Ábelová;511226
1576;SK0326511234;Belina;Belina;Belina;511234
1577;SK0326511251;Bo¾kovce;Bo¾kovce;Bo¾kovce;511251
1578;SK0326511277;Budiná;Budiná;Budiná;511277
1579;SK0326511293;Buzitka;Buzitka;Buzitka;511293
1580;SK0326511323;Èakanovce;Èakanovce;Èakanovce;511323
1581;SK0326511331;Èamovce;Èamovce;Èamovce;511331
1582;SK0326511358;Divín;Divín;Divín;511358
1583;SK0326511366;Dobroè;Dobroè;Dobroè;511366
1584;SK0326511374;Kotmanová;Kotmanová;Kotmanová;511374
1585;SK0326511391;Fi¾akovo;Fi¾akovo;Fi¾akovo;511391
1586;SK0326511404;Fi¾akovské Kováèe;Fi¾akovské Kováèe;Fi¾akovské Kováèe;511404
1587;SK0326511421;Haliè;Haliè;Haliè;511421
1588;SK0326511439;Holiša;Holiša;Holiša;511439
1589;SK0326511463;Jelšovec;Jelšovec;Jelšovec;511463
1590;SK0326511480;Kalonda;Kalonda;Kalonda;511480
1591;SK0326511528;Lehôtka;Lehôtka;Lehôtka;511528
1592;SK0326511536;Lentvora;Lentvora;Lentvora;511536
1593;SK0326511544;Lipovany;Lipovany;Lipovany;511544
1594;SK0326511552;Lovinobaòa;Lovinobaòa;Lovinobaòa;511552
1595;SK0326511561;¼uboreè;¼uboreè;¼uboreè;511561
1596;SK0326511579;Lupoè;Lupoè;Lupoè;511579
1597;SK0326511609;Mašková;Mašková;Mašková;511609
1598;SK0326511625;Muèín;Muèín;Muèín;511625
1599;SK0326511641;Mıtna;Mıtna;Mıtna;511641
1600;SK0326511668;Nitra nad Ip¾om;Nitra nad Ip¾om;Nitra nad Ip¾om;511668
1601;SK0326511676;Nové Hony;Nové Hony;Nové Hony;511676
1602;SK0326511692;Panické Dravce;Panické Dravce;Panické Dravce;511692
1603;SK0326511706;Píla;Píla;Píla;511706
1604;SK0326511714;Pinciná;Pinciná;Pinciná;511714
1605;SK0326511722;Pleš;Pleš;Pleš;511722
1606;SK0326511749;Podreèany;Podreèany;Podreèany;511749
1607;SK0326511757;Polichno;Polichno;Polichno;511757
1608;SK0326511773;Praha;Praha;Praha;511773
1609;SK0326511781;Prša;Prša;Prša;511781
1610;SK0326511790;Radzovce;Radzovce;Radzovce;511790
1611;SK0326511803;Rapovce;Rapovce;Rapovce;511803
1612;SK0326511811;Ratka;Ratka;Ratka;511811
1613;SK0326511838;Ruiná;Ruiná;Ruiná;511838
1614;SK0326511846;Stará Haliè;Stará Haliè;Stará Haliè;511846
1615;SK0326511854;Šávo¾;Šávo¾;Šávo¾;511854
1616;SK0326511862;Šiatorská Bukovinka;Šiatorská Bukovinka;Šiatorská Bukovinka;511862
1617;SK0326511871;Šíd;Šíd;Šíd;511871
1618;SK0326511897;Šurice;Šurice;Šurice;511897
